,id,local_time,timestamp_utc,text,url,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,links_to_resolve,collection_time,match_query,coordinates,to_tweetid,to_username,to_userid,lang,possibly_sensitive,retweet_count,like_count,reply_count,user_id,user_screen_name,user_name,user_friends,user_followers,user_location,user_verified,user_description,user_created_at,user_tweets,user_likes,user_lists,user_image,user_url,user_timestamp_utc,source_url,source_name,candidate
0,1502278051433955335,2022-03-11T13:39:33,1647005973,"@TF1Info @ACCoudray @GillesBouleau @Anne_Hidalgo @yjadot @MLP_officiel @EmmanuelMacron @JLMelenchon @vpecresse @Fabien_Roussel @ZemmourEric @TF1 @agindre Où sont @jeanlassalle , @n_arthaud , @dupontaignan et surtout @PhilippePoutou ? @Arcom_fr , vous validez ce déni manifeste de démocratie et cette absence d’équité en période électorale ? Si @Anne_Hidalgo y est, tout le monde doit y être !",https://twitter.com/PasEtonnant/statuses/1502278051433955335,,,,,,,,,False,2022-03-30T11:26:33.735031,True,,1502251916251779076,TF1Info,3390775469,fr,,24,192,1,3410092553,PasEtonnant,Takethat_Again ™️ 🧹🌙🪔,897,626,,False,"""… on accusera l'honnête de trahison et on fera confiance aux traîtres."" #MacronDégageToutLeResteNeComptePlusEn2022",2015-08-09T10:19:50,45082,11062,6,https://pbs.twimg.com/profile_images/1497567833252937728/3vLbydD3_normal.jpg,,1439115590,http://twitter.com/download/iphone,Twitter for iPhone,lassale
0,1502266316337684480,2022-03-11T12:52:55,1647003175,"Commencez déjà par remettre en fonction celles et ceux que vous avez jetés comme des mal-propres !

On comprend mieux pourquoi @EmmanuelMacron ne veut pas débattre. Promettre la création de lits que tu as toi-même supprimés en pleine crise Covid c'est pas facile à défendre. « olivierveran: Il fallait donner plus de moyens à nos services de réanimation. Nous en prenons l'engagement ferme : 1000 lits supplémentaires, renforcement inédit des équipes médicales et soignantes. — https://twitter.com/olivierveran/status/1501980350293106690 » https://twitter.com/jeanlassalle/status/1502266316337684480/photo/1",https://twitter.com/jeanlassalle/statuses/1502266316337684480,1501980350293106690,olivierveran,600345740,1646934995,,,,,True,2022-03-30T11:26:33.736026,True,,,,,fr,False,138,419,13,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/android,Twitter for Android,lassale
0,1502261388600823813,2022-03-11T12:33:20,1647002000,"@TF1Info @ACCoudray @GillesBouleau @Anne_Hidalgo @yjadot @MLP_officiel @EmmanuelMacron @JLMelenchon @vpecresse @Fabien_Roussel @ZemmourEric @TF1 @agindre @PhilippePoutou et @jeanlassalle sont au dessus de @Anne_Hidalgo dans les sondages ! Je m'insurge contre votre choix éditorial, ils ont plus leurs place dans ce débat que la candidate PS !",https://twitter.com/PunchUnFacho/statuses/1502261388600823813,,,,,,,,,False,2022-03-30T11:26:33.736026,True,,1502251916251779076,TF1Info,3390775469,fr,,18,211,1,1468253504418590729,PunchUnFacho,PunchingPol,499,1294,,False,"Humour, Punchlines et Debunk, sur la politique principalement. Team JLM 😎
TikTok : https://t.co/fbcUvkHuSk",2021-12-07T16:18:24,3598,17011,6,https://pbs.twimg.com/profile_images/1468255069481095169/zUru4lm5_normal.jpg,,1638893904,http://twitter.com/download/android,Twitter for Android,lassale
0,1502242398197407745,2022-03-11T11:17:52,1646997472,"Assises du #produireenfrance 🇨🇵Grand oral du #madeinfrance avec @jeanlassalle
""Nous manquons d'industries de transformation"" alors que nous avons de nombreuses ressources ! Il faut réinjecter dans notre économie une partie de notre contribution à l'Europe.

@Certif_OFG https://twitter.com/mif360/status/1502242398197407745/photo/1",https://twitter.com/mif360/statuses/1502242398197407745,,,,,,,,,False,2022-03-30T11:26:33.737029,True,,,,,fr,False,21,67,0,892365238741467138,mif360,Made in France News,830,3352,Paris,False,"Le fil info de #MiF360, la plateforme média du #savoirfaire, du #patrimoine et du #madeinfrance 🇨🇵",2017-08-01T12:43:47,2355,10514,41,https://pbs.twimg.com/profile_images/1405077649865781248/XwyzanZY_normal.jpg,https://linktr.ee/MiF360,1501591427,http://twitter.com/download/android,Twitter for Android,lassale
0,1502222191361994759,2022-03-11T09:57:35,1646992655,"VIDÉO - Présidentielle : ""À Paris, on fait deux équipes : les petits et les grands candidats"" 
Sur France Bleu Gironde, @jeanlassalle explique pourquoi il a entamé un tour de France en bus 

➡️ https://l.francebleu.fr/L1s https://twitter.com/Bleu_Gironde/status/1502222191361994759/video/1",https://twitter.com/Bleu_Gironde/statuses/1502222191361994759,,,,,,,,,True,2022-03-30T11:26:33.737029,True,,,,,fr,False,41,156,7,198448253,Bleu_Gironde,France Bleu Gironde,990,26978,Bordeaux,True,Bienvenue sur le fil officiel de France Bleu Gironde. France Bleu réseau de 44 radios de proximité de Radio France.,2010-10-04T10:21:58,78108,324,669,https://pbs.twimg.com/profile_images/1471160838442692617/ugJB1hPy_normal.jpg,http://www.francebleu.fr,1286187718,https://www.nonli.com,Nonli,lassale
0,1502175704330297345,2022-03-11T06:52:51,1646981571,"Certes je suis identifié à raison comme le candidat de la ruralité mais je suis aussi le candidat de la banlieue, des territoires périphériques, de tous les Français #jeanlassalle2022 #presidentielle2022 #lafranceauthentique https://twitter.com/jeanlassalle/status/1502175704330297345/photo/1",https://twitter.com/jeanlassalle/statuses/1502175704330297345,,,,,,,,,False,2022-03-30T11:26:33.738028,True,,,,,fr,False,65,562,26,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/iphone,Twitter for iPhone,lassale
0,1502029590709080076,2022-03-10T21:12:15,1646946735,"📺""@EmmanuelMacron  a très très peur de cette campagne"" @BFMTV. Il a peur des Français, rencontrés que dans des réunions filtrées comme à #Poissy. Il a peur des candidats au point de refuser un débat avec tous les candidats! #jeanlassalle2022 https://www.bfmtv.com/politique/pour-jean-lassalle-emmanuel-macron-a-tres-tres-peur-de-cette-campagne_VN-202203100382.html",https://twitter.com/jeanlassalle/statuses/1502029590709080076,,,,,,,,,True,2022-03-30T11:26:33.739027,True,,,,,fr,False,118,348,21,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,https://mobile.twitter.com,Twitter Web App,lassale
0,1502022364594327553,2022-03-10T20:43:32,1646945012,"Vendredi soir 20h, je serai à Barsac près de @villedebordeaux à l'invitation de @jeanlassalle pour lui apporter tout mon soutien #Presidentielle2022 https://twitter.com/MartineWonner/status/1502022364594327553/photo/1",https://twitter.com/MartineWonner/statuses/1502022364594327553,,,,,,,,,False,2022-03-30T11:26:33.739027,True,,,,,fr,False,190,729,27,870216254300270593,MartineWonner,Martine WONNER,668,130206,"Bas-Rhin, Alsace",True,"Députée #Alsace
Présidente #Ensemblepourleslibertes
Médecin psychiatre, Présidente ss-commission enfants @COE",2017-06-01T09:51:37,3226,14236,538,https://pbs.twimg.com/profile_images/1473556204672724997/fAoLRtpR_normal.jpg,https://www.martinewonner.fr/,1496310697,http://twitter.com/download/android,Twitter for Android,lassale
0,1501996296382648325,2022-03-10T18:59:57,1646938797,"Vous n’avez vu ni @JLMelenchon , ni @n_arthaud ou un de leurs représentant #FaceAuxPompiers2022 , normal , en plus de ne pas être venus , ils n’ont même pas eu la politesse de répondre à l’invitation !! Pour @jeanlassalle , il s’est excusé de ne pas pouvoir être présent . « PompiersFR: #FaceAuxPompiers2022 Grand Oral : les candidat(e)s à la présidentielle 2022 face aux sapeurs-pompiers de France https://twitter.com/i/broadcasts/1eaKbNRWvPQKX — https://twitter.com/PompiersFR/status/1501839406784815104 »",https://twitter.com/La_Pollice/statuses/1501996296382648325,1501839406784815104,PompiersFR,318329783,1646901392,,,,,True,2022-03-30T11:26:33.740030,True,,,,,fr,False,35,122,9,1006020644,La_Pollice,Robert La PO17ICE 🇫🇷,1382,55855,"Bergues, France",False,Ce compte communiquant sur la @PoliceNationale la @Gendarmerie et les @PompiersFr est a fortiori tenu par Robert. #TeamRobert,2012-12-12T10:16:26,124170,168270,378,https://pbs.twimg.com/profile_images/1475803824967331843/wHPyJI-F_normal.jpg,https://lapollice.wordpress.com/,1355307386,http://twitter.com/download/iphone,Twitter for iPhone,lassale
0,1501980227794317326,2022-03-10T17:56:06,1646934966,"Moi j'avais pensé à : ""Compte sur moi pour t'aider à continuer de détruire la France pour les 5 prochaines années avec le soutien des milliardaires qui nous financent""

Pour la retaper, voici mon projet :  https://jl2022.fr/ « GuillaumeDaret: Qu’a glissé Edouard #Philippe à l’oreille d’Emmanuel #Macron ? Échange visiblement chaleureux entre le président-candidat et son ancien Premier ministre ce soir. Images @SylXi https://twitter.com/GuillaumeDaret/status/1501653388748075020/video/1 — https://twitter.com/GuillaumeDaret/status/1501653388748075020 »",https://twitter.com/jeanlassalle/statuses/1501980227794317326,1501653388748075020,GuillaumeDaret,128593679,1646857041,,,,,True,2022-03-30T11:26:33.741027,True,,,,,fr,False,87,455,10,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/android,Twitter for Android,lassale
0,1501948884733489165,2022-03-10T15:51:33,1646927493,"Faute d'équipements médicaux adaptés ""une femme en fauteuil roulant a 2 fois plus de malchance d'avoir un cancer gynécologique""

@EmmanuelMacron @JLMelenchon @Anne_Hidalgo @yjadot @Fabien_Roussel @n_arthaud @vpecresse @jeanlassalle @PhilippePoutou on en parle ?

#23MillionsDeVoix https://twitter.com/apfhandicap/status/1501948884733489165/video/1",https://twitter.com/apfhandicap/statuses/1501948884733489165,,,,,,,,,False,2022-03-30T11:26:34.663042,True,,,,,fr,False,23,21,1,78568834,apfhandicap,APF France handicap,2332,26926,France,True,APF France handicap : mouvement de défense et de représentation des personnes en situation de #handicap moteur et de leur famille.,2009-09-30T10:34:42,16326,8781,494,https://pbs.twimg.com/profile_images/1242054362240897025/Xvdyo-pu_normal.jpg,http://www.apf-francehandicap.org,1254306882,https://mobile.twitter.com,Twitter Web App,lassale
0,1501892237051019275,2022-03-10T12:06:27,1646913987,"Ne vous en faites pas les garçons. On met le bus devant la cage pour le moment, on muscle le jeu, « Catenaccio » ! Attention à la Panenka contre le cours du jeu à la 94ème… « FFLose: Ce club détruit toute notion de statistiques il pourrait faire gagner Jean Lassalle à la présidentielle — https://twitter.com/FFLose/status/1501674875496411139 » https://twitter.com/jeanlassalle/status/1501892237051019275/photo/1",https://twitter.com/jeanlassalle/statuses/1501892237051019275,1501674875496411139,FFLose,3447770417,1646862164,,,,,True,2022-03-30T11:26:34.664038,True,,,,,fr,False,139,917,16,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/android,Twitter for Android,lassale
0,1501685471348408321,2022-03-09T22:24:50,1646864690,Je suis déterminé. Il est possible de préparer un autre avenir.Allons nous continuer ou nous lancer vers un futur nouveau? Ne vous laissez pas manipuler par les sondages à la solde des puissants.Prenez votre destin en main Mon projet http://jl2022.fr #lassalle2022 #bayonne https://twitter.com/jeanlassalle/status/1501685471348408321/photo/1,https://twitter.com/jeanlassalle/statuses/1501685471348408321,,,,,,,,,True,2022-03-30T11:26:34.666038,True,,,,,fr,False,42,209,12,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/iphone,Twitter for iPhone,lassale
0,1501525341671673856,2022-03-09T11:48:33,1646826513,"Avec le personnel de direction et des soignants à l’hôpital d’Oloron Sainte Marie.

Comme beaucoup, il est confronté au manque de moyens humains et financiers. 
Perte de lits d’hôpitaux, d'unités de surveillance continue et des conditions de travail épuisantes pour les soignants. https://twitter.com/jeanlassalle/status/1501525341671673856/photo/1",https://twitter.com/jeanlassalle/statuses/1501525341671673856,,,,,,,,,False,2022-03-30T11:26:34.667043,True,,,,,fr,False,37,186,12,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/android,Twitter for Android,lassale
0,1501497293056446464,2022-03-09T09:57:05,1646819825,En route ! https://twitter.com/jeanlassalle/status/1501497293056446464/video/1,https://twitter.com/jeanlassalle/statuses/1501497293056446464,,,,,,,,,False,2022-03-30T11:26:34.667043,True,,,,,fr,False,227,1697,82,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/android,Twitter for Android,lassale
0,1501481342957244416,2022-03-09T08:53:42,1646816022,"En quittant Lourdios-Ichère, mon village natal, pour un nouveau tour de France à votre rencontre, je salue les amis et jette un coup d'œil dans le rétro pour voir le chemin parcouru depuis mon enfance dans ce coin de paradis. Beaucoup d'émotions et de joie. https://twitter.com/jeanlassalle/status/1501481342957244416/photo/1",https://twitter.com/jeanlassalle/statuses/1501481342957244416,,,,,,,,,False,2022-03-30T11:26:34.669045,True,,,,,fr,False,58,513,15,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/android,Twitter for Android,lassale
0,1501357515187052547,2022-03-09T00:41:40,1646786500,"""Je préfère le débat avec les français""

Ravi d'apprendre que je viens d'être déchu de ma nationalité... « BFMTV: Emmanuel Macron: ""Je ne ferai pas de débat avec les autres candidats avant le premier tour"" https://twitter.com/BFMTV/status/1500923342303416327/video/1 — https://twitter.com/BFMTV/status/1500923342303416327 »",https://twitter.com/jeanlassalle/statuses/1501357515187052547,1500923342303416327,BFMTV,133663801,1646682985,,,,,True,2022-03-30T11:26:34.670043,True,,,,,fr,False,6935,51521,405,102722347,jeanlassalle,Jean Lassalle,453,89068,Lourdios-Ichère,True,"Candidat à la Présidentielle. Député de la 4ème circonscription des Pyrénées-Atlantiques. Président de l'APMM, du CNRH, de la Marche citoyenne et de Résistons !",2010-01-07T16:24:46,5393,948,714,https://pbs.twimg.com/profile_images/868057012613128192/taT_x7GV_normal.jpg,https://resistons-france.fr/,1262881486,http://twitter.com/download/android,Twitter for Android,lassale
0,1501200855265067010,2022-03-08T14:19:09,1646749149,"🔴 Dans le sondage @Cluster_17 pour @MarianneleMag du jour, @Anne_Hidalgo (1,5%) est dépassée par @JeanLassalle (2%, +1) et @DupontAignan (2%), mais aussi talonnée par @PhilippePoutou (1%, +0.5) et @N_Arthaud (1%, +0.5).",https://twitter.com/2022Elections/statuses/1501200855265067010,,,,,,,,,False,2022-03-30T11:26:34.671048,True,,,,,fr,,239,897,57,1373742902984212489,2022Elections,Élections 2022 🗳,12,13660,France,False,"Bienvenue sur le compte Twitter dédié aux élections de 2022 ! Suivez avec nous le chemin jusqu'aux prochaines élections : actualités, sondages... ! 🗳",2021-03-21T21:06:54,2794,2,31,https://pbs.twimg.com/profile_images/1373744231559348232/yVD_Ym2V_normal.jpg,https://many.link/2022elections,1616360814,http://twitter.com/download/iphone,Twitter for iPhone,lassale
