,id,local_time,timestamp_utc,text,url,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,links_to_resolve,collection_time,match_query,coordinates,to_tweetid,to_username,to_userid,lang,possibly_sensitive,retweet_count,like_count,reply_count,user_id,user_screen_name,user_name,user_friends,user_followers,user_location,user_verified,user_description,user_created_at,user_tweets,user_likes,user_lists,user_image,user_url,user_timestamp_utc,source_url,source_name,candidate
0,1502986894426230784,2022-03-13T12:36:14,1647174974,"@PhilippePoutou @TF1 @JLMelenchon @Fabien_Roussel @yjadot @Anne_Hidalgo Alors TF1, on a peur que Poutou ridiculise macron et pecresse ? Si vous devez ne garder que 8 candidats basez vous sur les sondages puisque c est votre aune et débarquez hidalgo puisqu elle est à 1,5%
Solidarites insoumises avec Poutou",https://twitter.com/JulotRalabarak/statuses/1502986894426230784,,,,,,,,,False,2022-03-30T11:25:51.510109,True,,1502955913807867906,PhilippePoutou,374392774,fr,,20,92,2,3506592137,JulotRalabarak,Ian asher,5001,1143,somewhere over the rainbow,False,"fils de nanar mouskouri et de Gilbert vernez φ🐢 🌍🇸🇪🇬🇷🇨🇿
#refugeesarewelcome
#blacklivesmatter
#freeassange
#meetoo #feminism
#revolution",2015-08-31T23:22:38,28584,12709,3,https://pbs.twimg.com/profile_images/1337911627346276357/qc65f2Qc_normal.jpg,,1441063358,http://twitter.com/download/android,Twitter for Android,poutou
0,1502985994412380163,2022-03-13T12:32:39,1647174759,"Quand on voit s’enchaîner les prises de parole d’@Anne_Hidalgo, on se dit que TF1 doit inviter @PhilippePoutou. Tellement plus utile au débat d’idées, tellement plus utile à la gauche.",https://twitter.com/Portes_Thomas/statuses/1502985994412380163,,,,,,,,,False,2022-03-30T11:25:51.510109,True,,,,,fr,,534,2304,32,2383844606,Portes_Thomas,Thomas Portes,7051,63548,"Montreuil, France",False,Président de l’@ONextdroite. Membre de l’équipe d’animation du @ParlementPop. Auteur de au «@CoeurDeLaHaine». https://t.co/ZUuQRHjhJc,2014-03-11T14:58:13,35070,8061,282,https://pbs.twimg.com/profile_images/1502927506306916353/eF4MEeFj_normal.jpg,https://thomasportes.com,1394549893,http://twitter.com/download/iphone,Twitter for iPhone,poutou
0,1502971213404123139,2022-03-13T11:33:55,1647171235,@PhilippePoutou Je pose ces mots de Samuel Gontier (.@SamGontier) pour éclairer encore davantage le côté tout à fait antidémocratique de cette production audiovisuelle. https://twitter.com/alouettedeter/status/1502971213404123139/photo/1,https://twitter.com/alouettedeter/statuses/1502971213404123139,,,,,,,,,False,2022-03-30T11:25:51.511109,True,,1502955913807867906,PhilippePoutou,374392774,fr,False,35,129,1,218619513,alouettedeter,Alouette  déter🔻,1586,1675,En colloc avec Sappho,False,• Une féministe aimantée par les valeurs humaines et pas que • Siamo tutti antifascisti • Extrême droite et patriarcat 🚮 • #UnAutreMondeEstPossible • ☮️🕊•,2010-11-22T20:39:27,21978,30351,16,https://pbs.twimg.com/profile_images/1472539836804485121/hHgA5MV6_normal.jpg,,1290458367,http://twitter.com/download/iphone,Twitter for iPhone,poutou
0,1502968470073495552,2022-03-13T11:23:01,1647170581,"Aussi con que les autres, le trotskiste à deux balles @PhilippePoutou. https://twitter.com/jeromegodefroy/status/1502968470073495552/photo/1",https://twitter.com/jeromegodefroy/statuses/1502968470073495552,,,,,,,,,False,2022-03-30T11:25:51.511109,True,,,,,fr,False,26,181,16,18969131,jeromegodefroy,Jérôme Godefroy,4840,43317,"Paris et Cannes, France.",False,Journaliste (carte 42341) depuis 1978.  Boomer 3 doses 💉💉💉,2009-01-14T06:27:49,249813,108748,556,https://pbs.twimg.com/profile_images/1497482459839143936/wzo3tc-o_normal.jpg,,1231914469,http://twitter.com/download/iphone,Twitter for iPhone,poutou
0,1502963442994532353,2022-03-13T11:03:03,1647169383,"@PhilippePoutou @TF1 @JLMelenchon @Fabien_Roussel @yjadot @Anne_Hidalgo Laisser @TF1 écarter un candidat de la soirée électorale c'est écarter les fesses de la démocratie.
Impatient de connaître les positions de tous les autres candidats. Debout ou à quatre pattes ?🤔",https://twitter.com/nqtv/statuses/1502963442994532353,,,,,,,,,False,2022-03-30T11:25:51.512109,True,,1502955913807867906,PhilippePoutou,374392774,fr,,103,879,33,18627400,nqtv,Rémi Gaillard,427,367669,,True,C'est en faisant n'importe quoi qu'on devient n'importe qui,2009-01-05T08:22:40,1500,1945,655,https://pbs.twimg.com/profile_images/1337891167766257665/Y4zXq-Uv_normal.jpg,,1231143760,https://mobile.twitter.com,Twitter Web App,poutou
0,1502960750998044672,2022-03-13T10:52:21,1647168741,"@PhilippePoutou @TF1 @JLMelenchon @Fabien_Roussel @yjadot @Anne_Hidalgo Si Bompard a demandé des explications à la chaîne ,ils ont dit que ce ne n’était pas encore dans le temps légal ,enfin bref des conneries qui ne tiennent pas la route ! Mais la FI est intervenue demande à Bompard ,moi ´ai vu le tweet qu’il a fait à ce sujet …",https://twitter.com/WolinskiM/statuses/1502960750998044672,,,,,,,,,False,2022-03-30T11:25:51.512109,True,,1502955913807867906,PhilippePoutou,374392774,fr,,14,61,3,2967923728,WolinskiM,Misha Wolinski🕊 🔻💧🐢🧹,1352,3187,,False,artiste peintre,2015-01-08T14:39:02,357826,314427,27,https://pbs.twimg.com/profile_images/1318505225142063104/NpLil2Sd_normal.jpg,http://mishawolinski.com,1420727942,http://twitter.com/#!/download/ipad,Twitter for iPad,poutou
0,1502955913807867906,2022-03-13T10:33:08,1647167588,"Donc @TF1 ne nous a pas invités à la soirée électorale du 14 mars.
Nous avons écrit à ce sujet, vendredi, aux équipes de @JLMelenchon, @Fabien_Roussel, @yjadot et @Anne_Hidalgo.
Pas de réponse à cette heure, mais il n'est pas trop tard pour une réaction démocratique collective. https://twitter.com/PhilippePoutou/status/1502955913807867906/photo/1",https://twitter.com/PhilippePoutou/statuses/1502955913807867906,,,,,,,,,False,2022-03-30T11:25:51.513109,True,,,,,fr,False,2842,8482,253,374392774,PhilippePoutou,Philippe Poutou,18,231024,"Bordeaux, France",True,"Ouvrier dans l'automobile, licencié par Ford, porte-parole du NPA et candidat à la présidentielle de 2022.",2011-09-16T07:27:04,4851,668,1083,https://pbs.twimg.com/profile_images/1414505068645208064/yVqvYNcU_normal.jpg,https://poutou2022.org,1316158024,https://mobile.twitter.com,Twitter Web App,poutou
0,1502947023607275522,2022-03-13T09:57:48,1647165468,"""Le gouvernement nous pond un truc à 15 centimes comme il avait pondu une prime de 100 €.
Il faudrait a minima bloquer les prix.
Le problème, c'est qu'il y a une vraie pauvreté, une vraie souffrance sociale et qu'on peut pas jouer comme le gouvernement joue.""
@PhilippePoutou https://twitter.com/caissesdegreve/status/1502947023607275522/video/1",https://twitter.com/caissesdegreve/statuses/1502947023607275522,,,,,,,,,False,2022-03-30T11:25:51.514110,True,,,,,fr,False,1222,3539,51,1209456196916301824,caissesdegreve,Caisses de grève,277,36254,,False,"Vidéos diverses et recensement des caisses de grève en ligne.

au cas où https://t.co/qEovHWC8CG",2019-12-24T12:50:13,5553,6594,168,https://pbs.twimg.com/profile_images/1239891411564191745/s1D9fg4W_normal.jpg,http://caissesdegreve.fr,1577191813,https://mobile.twitter.com,Twitter Web App,poutou
0,1502940824463683585,2022-03-13T09:33:10,1647163990,"Invité ce matin sur BFM-TV.  On a parlé de la campagne présidentielle, des prix du carburant, de la guerre en Ukraine... Et de la nécessité de se révolter et de prendre nos affaires en main. https://twitter.com/PhilippePoutou/status/1502940824463683585/video/1",https://twitter.com/PhilippePoutou/statuses/1502940824463683585,,,,,,,,,False,2022-03-30T11:25:51.515108,True,,,,,fr,False,444,1822,49,374392774,PhilippePoutou,Philippe Poutou,18,231024,"Bordeaux, France",True,"Ouvrier dans l'automobile, licencié par Ford, porte-parole du NPA et candidat à la présidentielle de 2022.",2011-09-16T07:27:04,4851,668,1083,https://pbs.twimg.com/profile_images/1414505068645208064/yVqvYNcU_normal.jpg,https://poutou2022.org,1316158024,https://studio.twitter.com,Twitter Media Studio,poutou
0,1502930723631685633,2022-03-13T08:53:02,1647161582,"On se demande bien ce qui autorise @PhilippePoutou ,au vu de ses scores médiocres, de parler au nom des Français… Surtout pour débiter des conneries au rythme de 2 ou 3 par minute … Penser c’est bien, penser que c’est la vérité et une généralité,c’est autre chose @NPA_officiel",https://twitter.com/ChristophePretr/statuses/1502930723631685633,,,,,,,,,False,2022-03-30T11:25:51.515108,True,,,,,fr,,21,60,4,556235681,ChristophePretr,Christophe,8942,12196,Europe,False,"#Peruwelz #Lille #Ajaccio Européen convaincu #anglophile #English  #LOSC #LREM #Europe #Macron2022 🇫🇷🇧🇪🇪🇺 Fanatiques et extrémistes,passez votre chemin !",2012-04-17T19:57:09,122157,130847,146,https://pbs.twimg.com/profile_images/1315704761430298629/RfPnGRpq_normal.jpg,,1334692629,http://twitter.com/download/iphone,Twitter for iPhone,poutou
0,1502743734500294656,2022-03-12T20:30:00,1647117000,On se retrouve demain matin sur BFM-TV. https://twitter.com/PhilippePoutou/status/1502743734500294656/photo/1,https://twitter.com/PhilippePoutou/statuses/1502743734500294656,,,,,,,,,False,2022-03-30T11:25:52.631415,True,,,,,fr,False,110,803,17,374392774,PhilippePoutou,Philippe Poutou,18,231024,"Bordeaux, France",True,"Ouvrier dans l'automobile, licencié par Ford, porte-parole du NPA et candidat à la présidentielle de 2022.",2011-09-16T07:27:04,4851,668,1083,https://pbs.twimg.com/profile_images/1414505068645208064/yVqvYNcU_normal.jpg,https://poutou2022.org,1316158024,https://studio.twitter.com,Twitter Media Studio,poutou
0,1502681916213968901,2022-03-12T16:24:21,1647102261,"Communiqué du NPA sur le mort d'Alain Krivine.
""Jusqu’à la fin de sa vie, Alain n’aura rien lâché et n’aura pas cédé à la pression du ""Ça te passera avec l’âge"".
Salut, vieux, et merci pour tout. On continue le combat !""

https://nouveaupartianticapitaliste.org/communique/notre-camarade-alain-krivine-est-mort-ses-combats-continuent",https://twitter.com/PhilippePoutou/statuses/1502681916213968901,,,,,,,,,True,2022-03-30T11:25:52.632442,True,,,,,fr,False,175,863,16,374392774,PhilippePoutou,Philippe Poutou,18,231024,"Bordeaux, France",True,"Ouvrier dans l'automobile, licencié par Ford, porte-parole du NPA et candidat à la présidentielle de 2022.",2011-09-16T07:27:04,4851,668,1083,https://pbs.twimg.com/profile_images/1414505068645208064/yVqvYNcU_normal.jpg,https://poutou2022.org,1316158024,https://mobile.twitter.com,Twitter Web App,poutou
0,1502675406524198918,2022-03-12T15:58:29,1647100709,"Pour Alain, je reprends simplement les mots d’Olivier. « olbesancenot: Alain Krivine,mon camarade et ami, tu nous a quitté. Je t’entends encore dire que la plus belle manière de célébrer la mémoire des disparus est de perpétuer leur combat.Celui de toute une vie te concernant, sans jamais renoncer.Le faire sans toi n’aura plus jamais la même saveur. https://twitter.com/olbesancenot/status/1502663160142213124/photo/1 — https://twitter.com/olbesancenot/status/1502663160142213124 »",https://twitter.com/PhilippePoutou/statuses/1502675406524198918,1502663160142213124,olbesancenot,947601090,1647097790,,,,,True,2022-03-30T11:25:52.633450,True,,,,,fr,False,76,768,9,374392774,PhilippePoutou,Philippe Poutou,18,231024,"Bordeaux, France",True,"Ouvrier dans l'automobile, licencié par Ford, porte-parole du NPA et candidat à la présidentielle de 2022.",2011-09-16T07:27:04,4851,668,1083,https://pbs.twimg.com/profile_images/1414505068645208064/yVqvYNcU_normal.jpg,https://poutou2022.org,1316158024,http://twitter.com/download/iphone,Twitter for iPhone,poutou
0,1502659537588871172,2022-03-12T14:55:26,1647096926,"Page pub culture : Actuellement dans les salles cinéma d’arts et essais, à voir le film de Basile Carré-Agostini sur les sociologues Monique et Michel Pinçon-Charlot spécialistes des ultrariches À DEMAIN MON AMOUR - Bande annonce ✊❤️#Vimeo https://vimeo.com/687400185?ref=tw-share",https://twitter.com/PhilippePoutou/statuses/1502659537588871172,,,,,,,,,True,2022-03-30T11:25:52.634448,True,,,,,fr,False,36,190,6,374392774,PhilippePoutou,Philippe Poutou,18,231024,"Bordeaux, France",True,"Ouvrier dans l'automobile, licencié par Ford, porte-parole du NPA et candidat à la présidentielle de 2022.",2011-09-16T07:27:04,4851,668,1083,https://pbs.twimg.com/profile_images/1414505068645208064/yVqvYNcU_normal.jpg,https://poutou2022.org,1316158024,http://twitter.com/download/iphone,Twitter for iPhone,poutou
0,1502625277721120770,2022-03-12T12:39:18,1647088758,Les signes en LSF des candidats a l’élection présidentielle #Presidentielle2022 @EmmanuelMacron @2022_Pecresse @Anne_Hidalgo @JLMelenchon @PhilippePoutou @MLP_officiel @ZemmourEric @yjadot https://twitter.com/StephanBarrere/status/1502625277721120770/photo/1,https://twitter.com/StephanBarrere/statuses/1502625277721120770,,,,,,,,,False,2022-03-30T11:25:52.635419,True,,,,,fr,False,30,52,0,308466675,StephanBarrere,stephan barrere ( i ) LSF,480,2083,"Paris, France",False,Interprète en langue des signes française - Fondateur de l’Agence ( i ) LSF @interpretelsf,2011-05-31T13:23:45,13670,239,68,https://pbs.twimg.com/profile_images/1413568278966980608/EHmbQhmj_normal.jpg,http://ilsf.fr,1306848225,http://tapbots.com/tweetbot,Tweetbot for iΟS,poutou
0,1502588162463485954,2022-03-12T10:11:49,1647079909,"@d_schneidermann @TF1 @JLMelenchon @PhilippePoutou Bonjour

Nous avons protesté lors de la réunion de préparation sur ce sujet. On nous a répondu que ce sont les règles de l’@Arcom_fr sur les temps de parole qui ont conduit à ce choix car nous ne sommes pas encore en période d’égalité de temps de parole. Nous le regrettons.",https://twitter.com/mbompard/statuses/1502588162463485954,,,,,,,,,False,2022-03-30T11:25:52.636417,True,,1502587444574801920,d_schneidermann,32394550,fr,,66,222,21,250323361,mbompard,Manuel Bompard,1022,66071,,True,"Député européen | Directeur de campagne de @JLMelenchon | Président @DFIeurope | https://t.co/pPikNXTodC |
https://t.co/yHeh6yj1IQ",2011-02-10T21:37:34,20229,6175,409,https://pbs.twimg.com/profile_images/1454734457987026944/WZqi7fT-_normal.jpg,http://www.manuelbompard.fr,1297373854,http://twitter.com/download/iphone,Twitter for iPhone,poutou
0,1502585970960605184,2022-03-12T10:03:06,1647079386,"Bonjour @TF1, vu que la candidate au 1.5% ne se situe plus dans le camp de la ""gôche"", vous pouvez inviter lundi soir, à la place, @PhilippePoutou qui est un candidat bcp plus crédible et construit ? « BFMTV: Présidentielle: ""Vous imaginez l'avenir de la France avec Jean-Luc Mélenchon?"" critique Anne Hidalgo https://twitter.com/BFMTV/status/1502550263760044032/video/1 — https://twitter.com/BFMTV/status/1502550263760044032 »",https://twitter.com/AndyKerbrat/statuses/1502585970960605184,1502550263760044032,BFMTV,133663801,1647070873,,,,,True,2022-03-30T11:25:52.636417,True,,,,,fr,False,52,144,4,254576489,AndyKerbrat,Andy Kerbrat🔻🐢,2332,1776,"Nantes, France",False,"Co-Chef de file de l'Union Populaire pour Nantes 44-2
🔻
🏳️‍🌈",2011-02-19T15:21:34,9309,28836,9,https://pbs.twimg.com/profile_images/1495745178937737226/ie71Vzrl_normal.jpg,,1298128894,http://twitter.com/download/android,Twitter for Android,poutou
0,1502583630840926214,2022-03-12T09:53:48,1647078828,"Bonjour, @GillesBouleau, bonjour @ACCoudray. Vous pouvez nous expliquer pourquoi vous n'avez pas invité @PhilippePoutou? https://twitter.com/vivelefeu/status/1502583630840926214/photo/1",https://twitter.com/vivelefeu/statuses/1502583630840926214,,,,,,,,,False,2022-03-30T11:25:52.637443,True,,,,,fr,False,478,2450,85,1577969400,vivelefeu,Sébastien Fontenelle,6212,32658,,False,,2013-07-08T15:53:41,23044,4669,221,https://pbs.twimg.com/profile_images/378800000105364821/a7bc647435290b375991a388b7996d81_normal.jpeg,,1373298821,https://mobile.twitter.com,Twitter Web App,poutou
0,1502574430450593794,2022-03-12T09:17:15,1647076635,"Vraiment très très grave qu’à 1 mois des élections, on médiatise des candidats d’extrême droite, dont l’un condamné de multiples fois pour injures raciales (et d’autres), tout en évinçant sans aucune honte les candidats des classes populaires @PhilippePoutou @n_arthaud « TF1Info: 🔴ÉVÉNEMENT

▶""La France face à la guerre"", émission spéciale présentée par @ACCoudray & @GillesBouleau avec @Anne_Hidalgo @yjadot @MLP_officiel @EmmanuelMacron @JLMelenchon @vpecresse @Fabien_Roussel @ZemmourEric 

📺Lundi 14/03 dès 20h20 sur @TF1 cc @agindre #FaceÀLaGuerreTF1 https://twitter.com/TF1Info/status/1502251916251779076/photo/1 — https://twitter.com/TF1Info/status/1502251916251779076 »",https://twitter.com/florineglt_/statuses/1502574430450593794,1502251916251779076,TF1Info,3390775469,1646999741,,,,,True,2022-03-30T11:25:52.638443,True,,,,,fr,False,12,16,1,251099756,florineglt_,ahah flo,447,303,,False,cagole le jour drama queen la nuit,2011-02-12T12:49:56,17171,2636,3,https://pbs.twimg.com/profile_images/1434910879863169024/EsdwxShh_normal.jpg,http://www.instagram.com/florinegllt,1297514996,http://twitter.com/download/iphone,Twitter for iPhone,poutou
